"coef","values"
"V2962",0.000807825038198344
"V1803",0.000804543433936888
"V1485",0.000804289876060122
"V1898",0.000798205876309111
"V4963",0.000794268329372098
"V237",0.000789456752488808
"V3925",0.000787439729184604
"V664",0.00077248032663081
"V4888",0.000769053037729124
"V966",0.000741202861730456
"V280",0.00071118220528657
"V2022",0.000686901219203641
"V1940",0.000654043567838262
"V3183",0.000646833894560435
"V4421",0.000644536740665876
"V3670",0.00064342813630729
"V1611",0.00063870526738117
"V356",0.000606025154981032
"V1848",0.0005687343810803
"V1763",0.000537942825689722
"V4128",0.000535781990965968
"V2532",0.000519208397726991
"V4101",0.000476149340545372
"V4563",0.000447910376854573
"V4230",0.000435894795147709
"V31",0.000400924433707219
"V3213",0.000375348151996637
"V512",0.000370925055583435
"V668",0.000370446459739492
"V2160",0.000351508634928912
"V4713",0.000335054718338165
"V4671",0.000333418530953943
"V2916",0.000322783359151814
"V541",0.000310328848639815
"V4551",0.00028802182991729
"V551",0.000268068410749664
"V2057",0.000264332674550457
"V4700",0.000263332110967799
"V4335",0.000247574773138082
"V2767",0.000239233141218248
"V238",0.000231520526708636
"V1496",0.000217384579787424
"V3424",0.000211948323827219
"V3549",0.000111807700741403
"V1119",9.76403267392313e-05
"V3273",9.35327824509909e-05
"V2647",8.98625373806237e-05
"V336",4.23774615780054e-05
"V1843",2.64973904630882e-05
"V203",1.46539627863023e-05
"V1991",8.80132488372679e-06
"V2531",2.80938403623229e-06
"V1",0
"V2",0
"V3",0
"V4",0
"V5",0
"V6",0
"V7",0
"V10",0
"V11",0
"V12",0
"V13",0
"V14",0
"V16",0
"V18",0
"V19",0
"V20",0
"V21",0
"V22",0
"V23",0
"V24",0
"V25",0
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V32",0
"V33",0
"V34",0
"V35",0
"V37",0
"V38",0
"V39",0
"V40",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
"V51",0
"V52",0
"V53",0
"V54",0
"V55",0
"V56",0
"V57",0
"V58",0
"V59",0
"V60",0
"V61",0
"V62",0
"V63",0
"V64",0
"V65",0
"V66",0
"V67",0
"V68",0
"V69",0
"V70",0
"V71",0
"V72",0
"V73",0
"V74",0
"V75",0
"V76",0
"V77",0
"V78",0
"V79",0
"V80",0
"V81",0
"V82",0
"V83",0
"V84",0
"V85",0
"V86",0
"V87",0
"V88",0
"V90",0
"V91",0
"V92",0
"V93",0
"V94",0
"V96",0
"V98",0
"V99",0
"V100",0
"V101",0
"V102",0
"V103",0
"V104",0
"V105",0
"V106",0
"V107",0
"V108",0
"V109",0
"V110",0
"V111",0
"V112",0
"V113",0
"V114",0
"V115",0
"V116",0
"V117",0
"V118",0
"V119",0
"V120",0
"V121",0
"V122",0
"V123",0
"V124",0
"V125",0
"V126",0
